Name,Michelin_Distinction,Review_Date,Review_Rating,Review_Text
CORE by Clare Smyth,3,26-Jul-23,5,"Took my wife here to celebrate our first big trip since the pandemic. From start to finish the experience was extraordinary.

Clare Smyth's cuisine and service embody excellence across the board, and truly she is one of England's greatest chefs.

Booking was by the numbers. While you have to be ready to get a table when released, thankfully, it was not impossible.

We took the tube to Notting Hill, and it was a pleasant walk to the restaurant through some lovely neighborhoods. Upon checking in we were greeted warmly and taken to our table.

Two tasting menus were offered - the classic tasting menu and the ""Core Seasons."" We got one of each, why not try each dish? We also got a wine pairing.

We prepared our palates with some champagne and cocktails, and sat back to enjoy the experience. Each dish was a breathtaking melange of color, expertly arranged and plated. The flavors and how all the ingredients were sublime.

The wait staff were very knowledgeable about all the wines served and we enjoyed their stories of the provenances of each vintage.

On the way out we got to meet Clare and thanked her for a wonderful evening we would not forget."
CORE by Clare Smyth,3,10-Jul-23,5,"If I could give this place 10 stars, I would. My bf and I have a few shows we watch together, Top Chef being one of them. So when I saw a reservation for lunch open for this restaurant while we were on vacation, I knew I had to book it.

We traveled by metro to the restaurant and got there a little early. The hostess was very gracious and let us store our bags in the front closet. We had the earliest reservation, so there we were quite outnumbered by the wait staff. Once the restaurant filled up a bit more, I watched in wonder at a well-oiled machine. Everything from the escort to the restroom, to pulling out chairs, to describing every single dish was impeccable.

Now, the food, every single dish, was delicious, well balanced, and presented like an absolute work of art. We started with 3 pieces of amuse bouche to get our palates ready, and my palate was still not ready! The scallop tartare has probably ruined me. I don't know how, if or why I would ever eat scallops after this. To say they were fresh would be an understatement. Potato and Roe, every time I go to a fine dining restaurant, I am always amazed by all of the flavors they can put into a modest food such as a potato. The roasted cod was delicious. The lamb carrot was quite a surprise as the carrot was magically stuffed with roasted lamb. The venison was very tender and juicy. The Core Apple was magical, as it looks like a fuji apple but is a delicious stuffed mousse. The Wild Strawberry is also a beautiful optical illusion as it represents a caprese salad but is a refreshing dessert.

Just when I thought I couldn't fit in another morsel, here comes the Petit Fours. With my second stomach that's usually reserved for desserts, I managed to devour a chocolate tart that was reminiscent of a fresh baked cookie and their wonderful jellied wine. This reminded me of a super potent wine jello shot but way more refined.

I can not recommend trying to secure a reservation to this restaurant if you're on vacation and want to splurge on a Three Michelin Star meal."
CORE by Clare Smyth,3,26-Jun-23,1,"I booked for 2 people for Core Restaurant at 9.45pm, my plane was delayed by over an hour to return to London, so I asked the restaurant and asked the attendant if I could change my booking or come half an hour late. She said she could change my booking but will charge me a cancellation fee or keep my booking for half an hour. I received an email prior to half an hour to say I will be charged $300GPD cancellation fee and they stoped picking up my calls. It's disgusting!"
CORE by Clare Smyth,3,24-May-23,5,What an amazing experience we had. This review is a bit late as we were there in October 22'.. You walk in and immediately you are transported. We were lucky to snag an afternoon lunch resv. Which was absolutely perfect time. The sun coming through the restaurant.. the food was just so beautiful .... next couple of hours were pure joy ...all the senses engaged. Can't wait to come back to see what's next..
CORE by Clare Smyth,3,8-Jan-23,5,"Words can't describe what a beautiful, delicious, and perfect experience our dinner was. As soon as you enter the door, to every minute of the well choreographed dinner to our departure - perfection. There is an abundance of staff and one has to admire the level of efficiency of the staff's movements around the dining room. A finished plate never sat on the table for more than 30 seconds before someone came to whisk it away and clean the table. Each dish was presented perfectly and staff was knowledgeable and energetic to present the next course. The dishes were phenomenal tasting. The creativity, beauty, and just overall taste of each and every dish. Nothing was heavy, while most dishes were quite bright. The desserts were just ok but the rest of the meal more than made up for it.
Chef was in the kitchen and was able to even get a quick greeting on the way in and out. Would come back in a heartbeat."
CORE by Clare Smyth,3,11-Nov-22,5,"Set your alarms to get reservations because they get booked quick! I was fortunate enough to get reservations about 2 months out for our trip to London for a birthday dinner. We were excited to dine here after seeing Chef Clare on Chef's Table on Netflix. Dining at Core was a wonderful experience. Our host grabbed us to get seated after we had a cocktail in the waiting area. Right when we entered the dining room, we saw Chef Clare and her friendly staff members waive and greet us with the most welcoming hello! I enjoyed her open kitchen layout to see the chefs hard at work.

We decided to pick one of each on the tasting menu so we can try a variety of Chef Clare's dishes. I love that we have the option of choosing different tasting menus when it was just us 2 dining. Typically, high end restaurants require you get the same tasting menu for the whole table since it's easier to prepare.

All of the dishes had it's own unique taste with a gorgeous presentation. The sauce for her signature potato dish was divine and the potato was cooked perfectly. Be prepared for a TON of dessert dishes. I wish they offered more savory compared to sweets. The staff was very knowledgeable and gave us a full description of each dish while serving us. I highly recommend giving this 3 Michelin Star restaurant a try!"
CORE by Clare Smyth,3,17-Oct-22,5,"Loved this restaurant and would definitely try to go back when I'm in london! I say try because reservations are hard to come by. There were two menus to choose from and we got one of each so that we could try everything! The classic tasting was fine, but between the two we both enjoyed the core seasons menu more. The service was great and although I was scared of finishing really late (our reservation was at 9/9:30) time surprisingly flew by quickly and I wasn't as tired as I thought I would be. Presentation was phenomenal as well!"
CORE by Clare Smyth,3,5-Oct-22,5,"I tried doing the no-reservations thing at CORE twice, back before the Covids, but they only ever had seating at the bar, not in the main dining room. Like an idiot, I passed, both times.

I was a little worried that a couple was allowed to enter with their baby, but the infant was seated far from my table, so, few worries. And now that I've finally been properly seated, I found the food, service, ambiance to be exceptional.

Of course, there are plenty of exceptional restaurants, worldwide. Here, I was very pleased to see that Chef Clare Smyth, who I believe to be one of only 4 women who have ever earned a third Michelin star, has selected her restaurant staff to include women and men of various diverse backgrounds, on both sides of house, at all levels. The kitchen (and staff) is fully visible to the patrons at the Chef's table, but every diner gets a glimpse as they walk by.

It is not until you've visited a handful of these super high-end restaurants to realize that Chef Smyth's diverse staff is extremely rare.

I'll have to return soon.

2022 09 23. M3.
"
Hélène Darroze at The Connaught,3,3-May-24,4,"display and presentation are both great
service is fantastic.
Truely remarkable Michelin experience.
however, quite a few us suffered GI issue within hrs after the finish.
it was a pity"
Hélène Darroze at The Connaught,3,4-Jun-23,4,"We had not been since they used marbles on the menu for you to select your dishes. While that was cool, my wife had not been expecting it so we are glad they went back to the traditional menu approach.

The team was excellent and even humored us speaking in Italian to us at times (we are learning). We did the five course menu with the wagyu which was fantastic. The pairings were really nice throughout the meal and it was a really nice evening. The lobster was especially delicious and their take on onion soup was quite inventive.

This is definitely in our rotation and we will see how the menu evolves over time"
Hélène Darroze at The Connaught,3,31-Dec-22,4,"The dishes here are museum quality. Each one is a work of art. Service is excellent as is the setting. The taste is absent in some of the dishes. Some are a bit bland, and some are excellent. The wagyu beef was outstanding, like butter, but the 125 pound upcharge was outrageous. The baba rum also had an 18 pound upcharge for the 30-year-old brandy that was drizzled with. All in all our meal for two was over 500 pounds without any liquor."
Hélène Darroze at The Connaught,3,14-Dec-22,1,None of the 7 courses are tasty. Very mediocre! I really don't understand how can it get Michelin 3 stars. All 1 or 2 stars restaurants I tried were way better than this one
Hélène Darroze at The Connaught,3,11-Dec-22,5,"This was my first time eating a 3 Michelin star restaurant and wow I wasn't prepared for just how much of an upgrade the dining experience would be.

We opted for the full tasting menu with the wine pairing. Their menu is seasonal so I won't go into much detail about the food because it was all amazing and this review would be 10 pages long.

The level of service and attention to detail is truly astonishing. The staff were amazing and super friendly. A lot of times it can feel intimidating to sit down at such renowned place but they made it super comfortable. They also reached out beforehand and asked if we had a special reason for visiting the restaurant to which we said for our anniversary and they hand wrote a very nice card for us.

Even days after they emailed me and thanked us for our visit. Made our first night in London so special.

Thanks again!"
Hélène Darroze at The Connaught,3,14-Aug-22,5,My family and I have been fortunate enough to dine at the top Michelin restaurants around the world. This restaurant delivered sharp service and executed imaginative delectable dishes. We will be back for the chef's table and sommelier tasting when we return. Thank you for a memorable night and for entertaining our 8 year olds palate. She thoroughly enjoyed her creative mock-tails.
Hélène Darroze at The Connaught,3,6-Jul-22,5,"Instant contender for one of my top meals ever.

I can't say enough about our meal at HD.
It was top level dining from start to finish in all categories.

The ambience and service were fantastic and the food was world class.

Full disclosure, I had a couple of martinis at the hotel lobby bar (which is also fantastic) before dinner, so that plus the (generous and delicious) wine pairings started to make things a little fuzzy towards the dessert courses... but I can tell you with 100% certainty that despite that this was a night I won't soon forget.

I will spare you the dish by dish rundown but each course was an incredible display of technique, beauty, flavor and attention to detail.

I mentioned the service earlier, but it can't be overlooked how important they are to the overall experience and at HD they were attentive, knowledgable, friendly, fun, accommodating... I have run out of adjectives, but the staff was superb.

Hélène Darroze is playing in the top level culinary sandbox as a three Michelin star tasting menu restaurant and they have proved to me that they can go up against any meal in the world.
They nailed it.
We were blown away.
"
Restaurant Gordon Ramsay,3,8-Jul-24,5,"First of all, from the outside, the restaurant looks very unassuming, almost like a house or apartment building door that you could easily miss. But when you walk in, it feels like you are entering a mysterious room. Then you see the smiling faces of the staff.

We were seated right away. The dining room was very intimate with elegant decor and a quiet atmosphere--I could barely hear the other diners, just a whispering noise. When we received the menu, they explained that there were three options: the surprise option and two others where you know what you are getting. They also checked with us about any allergies.

Throughout the meal, I kept thinking about how the staff brought food to the different tables with such etiquette. They would walk to the doorframe for their boss to check the food before bringing it to the tables, placing all the plates in front of each customer simultaneously. It reminded me of the movie ""The Menu,"" but in a good way.

My son and I chose the surprise menu, while my daughter opted for the six-course meal. We received tiny portions of food with amazing flavors. Initially, we thought we might leave hungry, but by the end of the experience, we were in a very pleasant food coma.

This is definitely an experience that will stay with me for the rest of my life, and I am for sure coming back the next time I am in London. It was worth every penny. Thank you, Gordon Ramsay, for this amazing restaurant. Thank you to the chef for the incredible taste and presentation of the food, and last but not least, thank you to all the staff who made it such a special day!

See you soon!"
Restaurant Gordon Ramsay,3,20-Jun-24,5,"My wife and I traveled to the UK for our honeymoon and decided to make Restaurant Gordon Ramsay our celebratory dinner. As soon as you walk in you are greeted by their friendly and very helpful staff. The atmosphere was lovely with the color pallet consisting of white, gold and purple used was consistent and seen on everything from the walls to the furniture. We both ordered different things to taste a little bit of everything. My wife ordered the scallops for her starter while I ordered the ravioli. Both were delicious and set the expectations for the flavor profiles we were about to experience. For entrée, my wife ordered the cornish turbot and I had the Cumbrian blue gray. Her fish was so moist and flavorful. The blue gray was exquisite with the black garlic. The mushrooms alone on my plate could of been the highlight of any other meal. We did order and try the cheese before dessert but they were a bit too funky for our taste. For dessert we ordered the pecan praline and the strawberries and creme. Both were very good and not too sweet for my tastes (I don't really have a sweet tooth so it was right up my alley). The service was over the top with the staff constantly checking in and making sure everything was taken care of (they even go as far as to make sure you don't pour yourself your own water.... sorry about that haha). As we didn't have time during our wedding to finish our meals, thank you everyone who works there for making our celebratory wedding dinner one to remember forever."
Restaurant Gordon Ramsay,3,16-Jun-24,5,"Well deserving of its three Michelin stars!

Taste-9.5/10
Creativity-10/10
Presentation-10/10
Service-10/10
Ambience-10/10


Honestly it's hard to not give 10's across the board. Each dish was amazing. I supposed you could quibble with the 9.5 for taste, and make that a 10 - but on the caviar dish, the caviar flavor was swamped out by the other ingredients and was lost. If the caviar had been more highlighted then this would easily be a 10/10 meal. Realistically it was probably a 10/10 even despite this.

A few photos included... obviously the menu changes frequently.

100% go with the Carte Blanche (chef's choice) menu. You will not be disappointed. Also add the wine pairing but be forewarned, you will get fairly tipsy."
Restaurant Gordon Ramsay,3,15-Jun-24,5,"We didn't see Gordon but, this place is amazing, the food was great, the staff was professional and friendly."
Restaurant Gordon Ramsay,3,5-Mar-24,5,"Very well run business like a well oiled machine. Waiting staff listened and were in a relaxed and comfortable uniform. Cleanliness was impeccable. We went for Christmas lunch and we were not disappointed. Dishes were well balanced and a little unusual to the ""traditional"" British dishes. The flair and beauty of the dishes were worth the money, for special occasions. It was a great dining experience and we were pleased that the puddings were just right, not too filling to make you regret eating them. Good wine menu."
Restaurant Gordon Ramsay,3,29-Jan-24,5,"Tl;dr - 5 Star Service, 4 Star food (in terms of fine dining). 4.5 stars overall, rounded up because there were more highlights than lowlights.

We capped off our trip to London with a dinner at Restaurant Gordon Ramsay. We took a cab into Chelsea and walked around before walking to the restaurant, arriving approximately 15 to 20 minutes before our reservation.

We checked in at the front door to confirm our reservation before entering. We were greeted with complimentary champagne and an amuse-bouche of various tarts in the front room, while we awaited our dinner reservations.

It's a unique experience, both in the front room, and dinning room, to have the table pulled out for you. We were taken back at this level of service and it was consistent throughout our dinner.

We decided on Prestige menu and worked with the sommelier to find a wine pairing that would work with the meal.

The first course was an off-menu soup. It was light, simple and had fresh, herbaceous flavors.

The second course was the summer salad. Similar to the soup, it was light and refreshing. The elderberries popped each bite and delightful.

We were served dinner rolls in between the second and third course. The rolls were light, buttery, and a nice treat. I can't say it's the best bread that I've had, but it was good.

The third course was the world-famous Lobster Ravioli and it lived up to expectations. It was rich and had a wonderful umami flavor. I could've had several more.

The fourth course was the Cornish turbot. It was mild and smooth, with good mouth feel. However, I found the flavors to be rather mild.

The fifth course was the Cumbrian Blue Grey. It was underwhelming. The texture wasn't as tender as I would've expected and the flavor was rather mild.

We were rather full, so we skipped the cheese course.

The first dessert course was the sorbet with a crisp topper. The sorbet was refreshing, sweet and has a nice tart, while I felt guilty eating the intricate crisp.

The final dessert course was a chocolate pecan praline ice cream and to put it simply it was the single best ice cream dish that I've had period. It was creamy, rich and refreshing, with a slight smoke to it. It was addictive.

Overall, I found the food to be very good. I would gladly eat every dish again. However, I was hoping for more vibrant and explosive flavors that left lasting impressions. A few dishes reached these heights, such as the ravioli and the pecan praline ice cream, while others felt very ""safe,"" yet good, like cumbrian blue grey and Cornish turbot, with mild flavors.

The service is what elevated the experience to a 5-star review for me. While the food was very good, I would expect more from a 3 Michelin Star restaurant, give other meals that I had in London (and back in the U.S.), but the service was unparalleled.

The staff was extremely friendly and took the time to accommodate a gluten allergy that we had, walk us through the menus, wine listing and share information with us about the restaurant.

Watching the service take place was an elegant, organized chaos, with every detail accounted for throughout the dining room. If your table was dirty, they cleared it. If you dropped your silverware or napkin, they replaced it. They changed the plates and silverware in between each course so you had an untainted experience and it created an amazing atmosphere where every course was as though it was your first.

Beyond that, the server's personalized our experience, by acknowledging that we were celebrating a trip to London and our anniversary, which made it all the more special.

I would recommend this restaurant to anyone, especially those who are familiar with Gordon Ramsay's work, because it speaks to the great talent that he is, what he's built and who he's surrounded himself with.

Technicality the food is flawless. I just wish the flavors were a bit bolder.

I would definitely come back, if for nothing more than the world class service. Though, I hope for a slightly more inspired and transcendent flavor experience next time."
Restaurant Gordon Ramsay,3,2-Jan-24,5,Beef Wellington was amazing. Definitely worth the price. Service was top notch. Everything was perfect!
Restaurant Gordon Ramsay,3,24-Dec-23,5,Beef Wellington was amazing. Definitely worth the price. Service was top notch. Everything was perfect!
Restaurant Gordon Ramsay,3,26-Nov-23,5,"The food was excellent. We had the scallops, ravioli with lobster, pigeon, Dover sole, beef, and the chocolate and a souffle. Not a complaint. Standouts were the ravioli and Dover sole. This was our second visit in 30 years. It was a standout then."
Restaurant Gordon Ramsay,3,17-Nov-23,1,"This was our 3rd time having dinner there.
We went on 11/08/23 for our 30th anniversary celebration. We ordered CARTE BLANCHE menu which we thought will be special.
For the food, the 1st 2 appetizer came out quite good and creative, and the next few courses were a miss. the main dish, VENISON was gamey, it was ordinary and there's no WOW factor given this is a 3* michelin restaurant. My wife asked to replace it with Steak which was much better.
For the service, it was OK, we ordered a wine pairing (240 pound for 6 glasses), the 1st 2 wines paired well, the rest of 4 did not. I am not a wine snob, I just felt that the wine were served were ordinary considering being charged 40 pound per glass. and when my wife told one of the server about not liking the choice, he only said OK. We have to keep calling someone else till get it replaced with other wine.
For the grand finale, the restaurant presented us a very small cake to commemorate the special occasion, 30th anniversary. the cake was as small as the amuse bouche, what a joke !!!
Can't say we will be back again this time."
Restaurant Gordon Ramsay,3,9-Nov-23,2,"Second time visiting here, a bit disappointed, specially for the wi e paring, don't think it's worth the price, so sorry"
Restaurant Gordon Ramsay,3,4-Oct-23,4,"*Sigh* this is an interesting one to write. My wife and I love Chef Ramsay so much & he's one of the few celebrities for us that if we saw him we'd be starstruck.

Unfortunately, I have to give the experience 3.5 stars out of 5, but I'll round it up to 4. We have been to many Michelin starred restaurants all over the world and what separates these restaurants is the service/experience, less so the food. The food here was outstanding, and ultimately saves it. The service, timing, and ambiance weren't. Don't get me wrong, the staff was extremely nice and attentive, but there were things that made the visit less than stellar.

1) Timing of the courses was quite inconsistent or delayed. I realize it can't always be perfect but when the first few courses are spaced out less than 5 minutes apart and then it takes 10-15 minutes before the main, you notice the gap. It was also a ~15 minute wait between them taking our last plates away and us receiving the check that we had to ask for. What was most disappointing was that when I'm at a restaurant of that caliber, the last thing I should be thinking is ""where is the check so I can leave?""

2) The ambiance wasn't there. There was only one room for dining and it seemed like there was maybe one too many tables in there. Sitting down at my table I was about a foot away from the guy sitting at the next table and I can tell you every word of their conversation. They faced everyone towards the center of the dining room which I liked, but it was difficult to get out from the table to visit the restroom or avoid bumping the guy to my side at the other table. A small thing to complain about but again, when you're at a place like RGR you expect these smaller details to be taken care of.

3) Service felt frantic. They take the approach of ""no one should have an empty glass"" and ""if you see an empty tray or unfolded napkin, take care of it"" - a real collaborative mentality. They take it so far that it's a detriment to the service. I don't need my water glassed re-filled every time I sip it and I'd like consistency on who is serving me so I can build a rapport over the meal. Service also wasn't very crisp. It felt a little disjointed and like the staff was pretty green or had just started working together.

After ~$750 spent for two, I expected more. I'm glad the food was bomb and we enjoyed every single bite, but they need to make some updates on service. If I'm the one dolling out stars - no chance based on last night I'm awarding more than 1."
Restaurant Gordon Ramsay,3,18-Sep-23,3,"Listen, if a restaurant wants to tell you how you should tip up, I don't mind. It's their restaurant. They have standards. It's a statement of intent. I'm up for it.
It's just that if their standards then dip below what they set, you're going to pile in.
Which is what I'm doing. It feels mean and nitpicks but they asked for it.
A Jacket is preferable when you go to Gordon Ramsey's. It's hot, but mantit sweat marks are something I'm prepared to allow for food from a place that's been three Michelin Star since I last went 20 years ago. That's some feat and I' not going to argue.
Let me be clear. The food itself was perfection. This is possibly part of my quibble though.
There aren't many edges to this place, and none of them are textured.
The service is perfectly charming.
The food is immaculate.
And the night went swimmingly.
There just wasn't much to challenge the mind or the palate.
The three menu choices were fun. A seven course tasting menu. A la carte. And a seven course tasting menu thought up on the day derived from whatever they felt was good from the produce delivered. Sounds like a laugh but I'm not wholly convinced they approve of laughter in the dining room. We went for two normal tasters and a surprise.
The room is beige. If you like beige, you'll love the room.
There's some sort of light feature in the middle of the room hanging from the ceiling that looks like an xxxl shower curtain holder. This is the most noticeable thing about the room. That and the sound of silence Art Garfunkel himself might have been deafened by as we enter.
Thankfully things did liven up as the tables filled but that first impression isn't knockout like it is when you walk into somewhere like Core.
Actually, The Fat Duck is similarly underwhelming in terms of its surroundings but they then proceed to charm you senseless with the food and the experience. A charm that's lacking here.
Amuse bouches roll out and are happily tucked away. The cheese balls I wouldn't have questioned if they had been from Papa Johns. I often wonder when eating high end food that the irony is we end up saying 'amazing, it tastes just like snickers/wotsits/Ritz crackers'. The closer you get, the better. Just like a Snickers but £45 more expensive. Winner. Anyway, the cheeseballs tasted good. Like I was watching football in front of the telly surrounded by pizza boxes and money off leaflets for my next order.
Second course in was introduced as a smoked salmon salad.
It was in fact smoked duck breast.
No worries.
Except that for the grand I'm dropping here, I thought that sort of thing was completely ironed out in the training. I literally don't care that they announced the wrong main ingredient. I can work it out for myself. That is until I remind myself that the whole reason I'm paying a small fortune for this is that nothing like this is ever supposed to happen. And they preferred I wear a jacket. I've watched The Bear. I've understood that these people have gone through nervous breakdowns to attain perfection. And I understand that means I'm going to have to shell out. I understand I need to do this in a slightly restricted jacket. So when it isn't perfect, however innocent, it rankles. That and the fact that they 'preferred' me to wear a jacket on a boiling hot night. Well if I'm paying all this money and melting at the same time, I'd prefer to know that the dish is smoked duck breast rather than smoked salmon. See, places like this turn you into a twat. I don't want to be a twat. I just want to be a normal person enjoying great food in a nice T shirt. But they wouldn't let me do that so say hello to Mr Twat.
We had a delicious concoction which was a sort of broth top layer with a cream underneath that was sheer delight. The star of the show and a hint to head chef's talent and her background coming from south east Asia.
The Somellier was wonderful and gleefully imparted his knowledge and a couple of fine suggestions.
Other than that, nothing to report other than excellently executed dish after dish enjoyed in neutral surroundings served by very proper staff although one girl loosened up enough to chat a bit about her job which was fascinating and fun. More of that please.
My son turned 18. That was the reason for our visit.
He loved every moment. It felt special to him. He'd never eaten food as good and he marvelled at all the watches in the room.
This wisened old git just wanted something with a bit more oomph. I yearned for some prefect imperfection. A Lee Scratch Perry cow moo, a Stan Bowles shirt hanging out as he ghosts past three defenders. A quirk, a bit of derring do.
For that, I'd come back donning two jackets and a corset."
Restaurant Gordon Ramsay,3,11-Sep-23,5,"The best experience I've ever had. Everything was absolutely perfect. My first three star Michelin restaurant and it def set the standards so high for the others I went to after. Everything on the menu was absolutely DELICIOUS. The service was out of this world. The ambiance wasn't really there at first but once ppl started drinking, it got louder and better. I can't wait to go back one day and have the food. Everything was so good!!!!"
